0,1
0.25025,1
0.5005,1
0.75075,1
1.001,1
1.2513,1
1.5015,1
1.7518,1
2.002,1
2.2523,1
2.5025,1
2.7528,1
3.003,1
3.2533,1
3.5035,1
3.7538,1
4.004,1
4.2543,1
4.5045,1
4.7548,1
5.005,1
5.2553,1
5.5055,1
5.7558,1
6.006,1
6.2563,1
6.5065,1
6.7568,1
7.007,1
7.2573,1
7.5075,1
7.7578,1
8.008,1
8.2583,1
8.5085,1
8.7588,1
9.009,1
9.2593,1
9.5095,1
9.7598,1
10.01,0.99997
10.26,0.99918
10.511,0.99839
10.761,0.99761
11.011,0.99682
11.261,0.99603
11.512,0.99524
11.762,0.99446
12.012,0.99367
12.262,0.99288
12.513,0.99209
12.763,0.99131
13.013,0.99052
13.263,0.98973
13.514,0.98894
13.764,0.98816
14.014,0.98737
14.264,0.98658
14.515,0.98579
14.765,0.98501
15.015,0.98422
15.265,0.98343
15.516,0.98264
15.766,0.98186
16.016,0.98107
16.266,0.98028
16.517,0.97949
16.767,0.97871
17.017,0.97792
17.267,0.97713
17.518,0.97634
17.768,0.97556
18.018,0.97477
18.268,0.97398
18.519,0.97319
18.769,0.97241
19.019,0.97162
19.269,0.97083
19.52,0.97004
19.77,0.96926
20.02,0.96843
20.27,0.96711
20.521,0.9658
20.771,0.96449
21.021,0.96318
21.271,0.96186
21.522,0.96055
21.772,0.95924
22.022,0.95793
22.272,0.95661
22.523,0.9553
22.773,0.95399
23.023,0.95268
23.273,0.95136
23.524,0.95005
23.774,0.94874
24.024,0.94743
24.274,0.94611
24.525,0.9448
24.775,0.94349
25.025,0.94218
25.275,0.94086
25.526,0.93955
25.776,0.93824
26.026,0.93693
26.276,0.93561
26.527,0.9343
26.777,0.93299
27.027,0.93168
27.277,0.93036
27.528,0.92905
27.778,0.92774
28.028,0.92643
28.278,0.92511
28.529,0.9238
28.779,0.92249
29.029,0.92118
29.279,0.91986
29.53,0.91855
29.78,0.91724
30.03,0.91593
30.28,0.91461
30.531,0.9133
30.781,0.91199
31.031,0.91068
31.281,0.90936
31.532,0.90805
31.782,0.90674
32.032,0.90543
32.282,0.90411
32.533,0.9028
32.783,0.90149
33.033,0.90018
33.283,0.89886
33.534,0.89755
33.784,0.89624
34.034,0.89493
34.284,0.89361
34.535,0.8923
34.785,0.89099
35.035,0.88968
35.285,0.88836
35.536,0.88705
35.786,0.88574
36.036,0.88443
36.286,0.88311
36.537,0.8818
36.787,0.88049
37.037,0.87918
37.287,0.87786
37.538,0.87655
37.788,0.87524
38.038,0.87393
38.288,0.87261
38.539,0.8713
38.789,0.86999
39.039,0.86868
39.289,0.86736
39.54,0.86605
39.79,0.86474
40.04,0.86343
40.29,0.86211
40.541,0.8608
40.791,0.85949
41.041,0.85818
41.291,0.85686
41.542,0.85555
41.792,0.85424
42.042,0.85293
42.292,0.85161
42.543,0.8503
42.793,0.84899
43.043,0.84768
43.293,0.84636
43.544,0.84505
43.794,0.84374
44.044,0.84243
44.294,0.84111
44.545,0.8398
44.795,0.83849
45.045,0.83718
45.295,0.83586
45.546,0.83455
45.796,0.83324
46.046,0.83193
46.296,0.83061
46.547,0.8293
46.797,0.82799
47.047,0.82668
47.297,0.82536
47.548,0.82405
47.798,0.82274
48.048,0.82143
48.298,0.82011
48.549,0.8188
48.799,0.81749
49.049,0.81618
49.299,0.81486
49.55,0.81355
49.8,0.81224
50.05,0.81094
50.3,0.80971
50.551,0.80848
50.801,0.80725
51.051,0.80602
51.301,0.80479
51.552,0.80356
51.802,0.80234
52.052,0.80111
52.302,0.79988
52.553,0.79865
52.803,0.79742
53.053,0.79619
53.303,0.79496
53.554,0.79373
53.804,0.7925
54.054,0.79127
54.304,0.79004
54.555,0.78881
54.805,0.78758
55.055,0.78635
55.305,0.78512
